date,close,high,low,pre_close,range,change,vol,turnover,Ln,Hn,RSV,Ki,Di,Ji,MA,BIAS,SD,WR,DIF_UP,DIF_DN,DIF,ACD,rsi,DMA,BBI
8/19/22,6103.7836,6153.9376,5999.8156,6006.1641,97.6195,1.6253,5624888,5534315877,5847.429,6153.9376,83.63700072,72.76824432,62.87666464,92.55140369,5996.95598,0.017813641,99.449749,16.36299928,103.968,-50.154,103.968,-37.3363,0.820940967,-208.734796,5971.453967
8/18/22,6006.1641,6076.525,5969.9762,6064.7238,-58.5597,-0.9656,4265800,3781697847,5787.031,6115.3499,66.74397971,67.33386612,57.9308748,86.13984878,5950.0783,0.009426061,91.40884784,33.25602029,36.1879,-70.3609,-70.3609,-238.1553,0.79423807,-237.118774,5939.696333
8/17/22,6064.7238,6115.3499,5919.0556,5948.9294,115.7944,1.9465,6463908,5920815131,5766.9897,6115.3499,85.46731228,67.62880933,53.22937914,96.42766972,5913.13134,0.025636579,88.36948725,14.53268772,145.6682,-50.6261,145.6682,-297.9264,0.975763451,-263.333484,5914.311068
8/16/22,5948.9294,6008.7575,5895.5083,5861.179,87.7504,1.4971,5826381,5350400712,5726.4392,6008.7575,78.80828129,58.70955786,46.02966404,84.0693455,5848.75082,0.017128201,60.84894891,21.19171871,87.7504,-59.8281,87.7504,-503.9648,0.781692229,-293.565066,5887.851542
8/15/22,5861.179,5958.7236,5847.429,5869.3952,-8.2162,-0.14,4942865,4580053147,5726.4392,5958.7236,58.00639216,48.66019614,39.68971713,66.60115417,5817.84906,0.007447759,41.18754462,41.99360784,13.75,-97.5446,-97.5446,-488.7209,0.618386915,-299.09525,5878.733465
8/12/22,5869.3952,5887.5914,5787.031,5821.4293,47.9659,0.824,4308098,4139028229,5726.4392,5940.8703,66.66756828,43.98709813,35.20447762,61.55233914,5808.24976,0.010527343,36.64073577,33.33243172,82.3642,-18.1962,82.3642,-211.2009,0.583781481,-284.181624,5879.031397
8/11/22,5821.4293,5835.3643,5766.9897,5742.8212,78.6081,1.3688,4634264,4196812076,5726.4392,5940.8703,44.29865817,32.64686305,30.81316737,36.31425442,5801.0931,0.003505581,29.30564312,55.70134183,78.6081,-13.935,78.6081,-565.1306,0.599610726,-265.080034,5879.395925
8/10/22,5742.8212,5808.5243,5726.4392,5794.4206,-51.5994,-0.8905,4493991,4513879664,5701.3292,5940.8703,17.3214534,26.82096549,29.89631952,20.67025743,5792.29256,-0.008540895,72.02588133,82.6785466,16.382,-65.7031,-65.7031,-747.2529,0.433694353,-234.902864,5888.765186
8/9/22,5794.4206,5854.2693,5746.3198,5813.1825,-18.7619,-0.3227,4491176,4154360031,5701.3292,5967.8491,34.92849877,31.57072154,31.43399654,31.84417155,5796.62154,-0.000379694,130.0010755,65.07150123,48.1008,-59.8487,-59.8487,-633.5315,0.257544796,-196.95819,5913.627624
8/8/22,5813.1825,5940.8703,5779.3113,5833.6119,-20.4294,-0.3502,5568599,5764672513,5701.3292,5999.5961,37.50107706,29.89183293,31.36563404,26.94423072,5823.58116,-0.001785613,151.07025,62.49892294,33.8712,-127.6878,-127.6878,-498.018,0.191825814,-163.8553,5929.146831
8/5/22,5833.6119,5840.7005,5748.3104,5777.4266,56.1853,0.9725,4968083,5208150621,5701.3292,6101.9055,33.02309697,26.08721087,32.10253459,14.05656342,5869.94578,-0.006189815,159.334189,66.97690303,85.3015,-7.0886,85.3015,-443.4573,0.17071119,-157.299256,5946.238129
8/4/22,5777.4266,5813.0534,5701.3292,5764.4661,12.9605,0.2248,5414411,5318160736,5701.3292,6209.3554,14.97903061,22.61926782,35.11019645,-2.36258946,5925.94628,-0.02506261,159.2040236,85.02096939,76.0974,-35.6268,76.0974,-460.8004,0.029915497,-161.193944,5981.084519
8/3/22,5764.4661,5967.8491,5752.2021,5929.2187,-164.7526,-2.7787,6423275,6559143321,5752.2021,6303.425,2.224871282,26.43938642,41.35566077,-3.393162289,6011.46848,-0.041088526,151.2872551,97.77512872,12.264,-203.383,-203.383,-613.974,0,-154.637932,6035.752582
8/2/22,5929.2187,5999.5961,5853.8688,6045.0056,-115.7869,-1.9154,7717353,6841614755,5853.8688,6303.425,16.76095225,38.54664399,48.81379795,18.01233606,6101.30748,-0.02820523,125.0728034,83.23904775,75.3499,-115.7869,-115.7869,-581.5082,0,-133.44728,6097.725102
8/1/22,6045.0056,6101.9055,5982.8944,6113.6144,-68.6088,-1.1222,6462081,6430323560,5970.3753,6303.425,22.4081571,49.43948986,53.94737493,40.42371971,6158.73312,-0.018466058,128.9385713,77.5918429,62.1112,-68.6088,-68.6088,-532.6735,0.580556017,-124.712142,6128.951702
7/29/22,6113.6144,6209.3554,6090.7087,6205.0376,-91.4232,-1.4734,6756168,6070427912,5906.9253,6303.425,52.12843793,62.95515624,56.20131747,76.46283377,6146.97362,-0.005426934,118.9363585,47.87156207,22.9057,-95.741,-95.741,-512.6665,0.756315139,-130.331416,6142.608108
7/28/22,6205.0376,6303.425,6160.2089,6213.6611,-8.6235,-0.1388,6019546,5743429564,5871.7115,6303.425,77.2100247,68.36851539,52.82439808,99.45675,6106.20614,0.016185412,130.1433533,22.7899753,44.8287,-98.3874,-98.3874,-381.468,0.844866145,-159.052724,6150.454517
7/27/22,6213.6611,6232.9574,6110.5941,6216.3469,-2.6858,-0.0432,6108442,5358403986,5871.7115,6244.9373,91.6200327,63.94776073,45.05233943,101.7386033,6056.2221,0.025996239,127.8771409,8.379967301,103.067,-19.2963,-19.2963,-343.3997,0.635795518,-164.951432,6129.036862
7/26/22,6216.3469,6244.9373,5970.3753,5986.2081,230.1388,3.8445,7974447,6795688373,5871.7115,6244.9373,92.33965069,50.11162475,35.60462878,79.12561669,6030.53976,0.03081103,106.7573912,7.660349311,245.9716,-28.5904,245.9716,-61.6881,0.607836642,-163.12048,6100.285471
7/25/22,5986.2081,6016.271,5906.9253,5909.777,76.4311,1.2933,5532287,5029414848,5871.7115,6145.6196,41.80110044,28.99761178,28.35113079,30.29057375,6009.39128,-0.003857825,67.75502618,58.19889956,79.2828,-30.0629,79.2828,-382.344,0.30217675,-167.878366,6074.185052
7/22/22,5909.777,6006.628,5871.7115,5955.1174,-45.3404,-0.7614,5182236,4354329659,5871.7115,6145.6196,13.89717938,22.59586745,28.0278903,11.73182174,6032.53698,-0.020349644,72.22942353,86.10282062,38.0655,-96.851,-96.851,-407.1309,0.469360312,-159.258248,6087.999934
7/21/22,5955.1174,6078.1865,5946.8224,6085.2494,-130.132,-2.1385,7126944,6167367671,5921.9612,6199.0263,11.96693485,26.94521148,30.74390172,19.34783099,6037.84594,-0.013701665,118.1737431,88.03306515,8.295,-130.132,-130.132,-428.1094,0.297366099,-135.33324,6127.00014
7/20/22,6085.2494,6145.6196,6065.7079,6110.6045,-25.3551,-0.4149,4208386,3741362176,5921.9612,6311.4015,41.92894264,34.43434979,32.64324685,38.01655569,6088.39992,-0.000517463,112.9619929,58.07105736,19.5415,-60.3702,-60.3702,-131.4764,0.315397689,-122.328846,6164.272843
7/19/22,6110.6045,6124.8059,6007.6102,6101.9366,8.6679,0.1421,5286208,4527881989,5921.9612,6453.3192,35.50210969,30.68705337,31.74769537,28.56576937,6132.79252,-0.003617931,118.2255757,64.49789031,102.9943,-14.2014,102.9943,-206.5505,0.383396383,-121.321264,6167.05707
7/18/22,6101.9366,6112.8895,5921.9612,5936.3218,165.6148,2.7899,7089847,5762586443,5921.9612,6453.3192,33.87083661,28.27952521,32.27801637,20.28254288,6162.51044,-0.00982941,120.2633214,66.12916339,179.9754,-10.9529,179.9754,-259.2907,0.445550368,-103.58213,6187.214541
7/15/22,5936.3218,6199.0263,5935.2118,6207.8873,-271.5655,-4.3745,10026035,8142370721,5935.2118,6453.3192,0.214241294,25.48386951,34.27726196,7.897084621,6178.82898,-0.039248081,118.6253239,99.78575871,1.11,-271.5655,-271.5655,-283.7403,0.231384308,-78.934806,6216.127622
7/14/22,6207.8873,6311.4015,6165.7982,6307.2124,-99.3251,-1.5748,8428464,7000842236,6129.721,6453.3192,24.15535686,38.11868362,38.67395818,37.0081345,6236.5387,-0.004594119,52.70158257,75.84464314,42.0891,-103.5142,-103.5142,-62.4545,0.561344044,-43.283084,6264.520955
7/13/22,6307.2124,6453.3192,6290.7912,6259.1941,48.0183,0.7672,8706539,6722756136,6129.721,6453.3192,54.84931622,45.100347,38.95159546,57.39785008,6229.1464,0.012532375,85.06834262,45.15068378,48.0183,-146.1068,48.0183,-146.037,0.755644055,-35.323554,6261.54761
7/12/22,6259.1941,6312.4332,6184.7742,6183.5293,75.6648,1.2237,7661768,5679982034,6129.721,6312.4332,70.86177059,40.22586239,35.87721969,48.92314779,6205.13666,0.008711724,114.809411,29.13822941,75.6648,-53.2391,75.6648,16.9839,0.367240836,-27.057632,6255.088403
7/11/22,6183.5293,6256.6564,6129.721,6224.8704,-41.3411,-0.6641,6710040,4746366398,6129.721,6422.3814,18.3859176,24.90790829,33.70289834,7.317928192,6224.91402,-0.00664824,117.3410338,81.6140824,53.8083,-73.1271,-73.1271,85.7259,0.158054601,-34.870442,6252.957975
7/8/22,6224.8704,6270.2008,6156.912,6170.9258,53.9446,0.8742,5695265,4534535952,6135.6466,6458.58,27.6291644,28.16890363,38.10039336,8.305924173,6273.21478,-0.007706476,116.1400952,72.3708356,67.9584,-45.3304,67.9584,-36.4546,0.155615287,-31.282664,6268.374385
7/7/22,6170.9258,6248.002,6152.8201,6187.1637,-16.2379,-0.2624,5574078,4685863494,6135.6466,6604.1727,7.52982598,28.43877325,43.06613822,-0.815956715,6322.96768,-0.024045968,121.4341147,92.47017402,18.1057,-77.0762,-77.0762,-111.4678,0.104019493,-30.463138,6286.720274
7/6/22,6187.1637,6290.0063,6135.6466,6358.0809,-170.9172,-2.6882,6319212,5286873961,6135.6466,6604.1727,10.99556674,38.89324688,50.37982071,15.9200992,6376.418,-0.029680347,109.7546609,89.00443326,51.5171,-170.9172,-170.9172,78.2008,0.097460402,-22.900594,6324.06664
7/5/22,6358.0809,6422.3814,6288.9854,6425.0331,-66.9522,-1.0421,7313854,6864485229,6215.842,6604.1727,36.6282913,52.84208695,56.12310763,46.28004558,6434.63672,-0.011897458,98.22392574,63.3717087,69.0955,-66.9522,-66.9522,194.2587,0.659479533,-26.182882,6352.190292
7/4/22,6425.0331,6458.58,6355.0518,6473.6349,-48.6018,-0.7508,7289386,6188713156,6185.8323,6604.1727,57.17850822,60.94898477,57.76361798,67.31971837,6407.40606,0.002751042,95.24108694,42.82149178,69.9813,-48.6018,-48.6018,376.9055,0.653161972,-34.2687,6350.003539
7/1/22,6473.6349,6604.1727,6453.1375,6438.1774,35.4575,0.5507,8941906,7464069639,6185.8323,6604.1727,68.79627213,62.83422305,56.17093458,76.1608,6380.75976,0.014555499,95.02667279,31.20372787,35.4575,-130.5378,35.4575,324.7263,0.74345775,-59.788494,6340.819825
6/30/22,6438.1774,6498.4965,6337.05,6478.2573,-40.0799,-0.6187,9048258,7901223110,6185.8323,6528.2438,73.69644419,59.85319851,52.83929034,73.88101486,6340.1165,0.015466735,86.76003857,26.30355581,101.1274,-60.3191,-60.3191,194.0682,0.590560667,-103.844944,6309.040298
6/29/22,6478.2573,6528.2438,6215.842,6221.9276,256.3297,4.1198,13035756,11209192113,6185.8323,6528.2438,85.40162933,52.93157567,49.33233625,60.13005451,6323.89908,0.02440871,82.68769729,14.59837067,262.4153,-49.9865,262.4153,314.319,0.718630227,-147.297314,6280.684148
6/28/22,6221.9276,6296.6119,6185.8323,6291.8016,-69.874,-1.1106,7838383,6653007355,6185.8323,6388.2481,17.8322542,36.69654885,47.53271654,15.02421345,6276.475,-0.00869077,45.51897708,82.1677458,36.0953,-74.6843,-74.6843,2.7831,0.344083498,-184.975404,6246.122345
6/27/22,6291.8016,6363.8562,6237.3057,6270.4186,21.383,0.341,7864510,6552302093,6190.5893,6478.7226,35.12690133,46.12869617,52.95080039,32.48448772,6302.13272,-0.001639305,61.59382876,64.87309867,54.4959,-72.0546,54.4959,-60.1631,0.493048357,-214.508806,6260.505207
6/24/22,6270.4186,6388.2481,6229.073,6357.0903,-86.6717,-1.3634,7652129,6024440635,6162.3874,6478.7226,34.15086276,51.62959359,56.36185251,42.16507575,6303.76482,-0.00528989,79.59084031,65.84913724,41.3456,-117.8295,-117.8295,-197.1921,0.627341889,-258.25909,6248.793034
6/23/22,6357.0903,6363.0156,6190.5893,6241.1369,115.9534,1.8579,7726091,5837878967,6094.4982,6478.7226,68.34342119,60.368959,58.72798196,63.65091308,6278.56836,0.012506345,78.81419602,31.65657881,166.501,-5.9253,166.501,10.1229,0.710871115,-285.134256,6250.67369
6/22/22,6241.1369,6376.5812,6232.3483,6350.2162,-109.0793,-1.7177,7249670,5086082466,6094.4982,6478.7226,38.16485887,56.38172791,57.90749345,53.33019684,6240.87226,4.24E-05,72.89394323,61.83514113,8.7886,-135.4443,-135.4443,-66.1393,0.494195368,-321.481808,6239.831257
6/21/22,6350.2162,6478.7226,6301.3959,6299.9621,50.2541,0.7977,10515525,8035167087,6038.6601,6478.7226,70.79814799,65.49016243,58.67037621,79.12973487,6242.58474,0.01724149,90.80923743,29.20185201,50.2541,-128.5064,50.2541,-36.9668,0.787734486,-354.083304,6223.233305
